PROJECT,SAMPLE_ID,STATION,SAMPLE_DATE,TAXON,ABUNDANCE,SST
cpr,220_67,HOAN,2011-10-31T03:53:00,Dactyliosolen tenuijunctus,3.3333,-0.07
cpr,220_67,HOAN,2011-10-31T03:53:00,Dictyocha speculum,23.3333,-0.07
cpr,220_67,HOAN,2011-10-31T03:53:00,Fragilariopsis kerguelensis,6.6667,-0.07
cpr,220_67,HOAN,2011-10-31T03:53:00,Pseudo-nitzschia delicatissima complex <=3 µm,13.3333,-0.07
cpr,220_67,HOAN,2011-10-31T03:53:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,-0.07
cpr,220_67,HOAN,2011-10-31T03:53:00,Thalassiosira spp. 10-20 µm,13.3333,-0.07
cpr,220_68,HOAN,2011-10-31T04:27:00,Corethron pennatum,6.6667,-0.14
cpr,220_68,HOAN,2011-10-31T04:27:00,Dictyocha speculum,3.3333,-0.14
cpr,220_68,HOAN,2011-10-31T04:27:00,Fragilariopsis kerguelensis,6.6667,-0.14
cpr,220_68,HOAN,2011-10-31T04:27:00,Pseudo-nitzschia seriata complex >3 µm,6.6667,-0.14
cpr,220_68,HOAN,2011-10-31T04:27:00,Thalassiosira spp. 10-20 µm,3.3333,-0.14
cpr,220_69,HOAN,2011-10-31T05:00:00,Corethron pennatum,3.3333,-0.32
cpr,220_69,HOAN,2011-10-31T05:00:00,Fragilariopsis kerguelensis,3.3333,-0.32
cpr,220_69,HOAN,2011-10-31T05:00:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,-0.32
cpr,220_69,HOAN,2011-10-31T05:00:00,Thalassiosira spp. 10-20 µm,3.3333,-0.32
cpr,220_70,HOAN,2011-10-31T05:32:00,Dictyocha speculum,3.3333,-0.44
cpr,220_70,HOAN,2011-10-31T05:32:00,Fragilariopsis kerguelensis,3.3333,-0.44
cpr,220_70,HOAN,2011-10-31T05:32:00,Thalassionema nitzschioides,3.3333,-0.44
cpr,220_70,HOAN,2011-10-31T05:32:00,Thalassiosira spp. 10-20 µm,3.3333,-0.44
cpr,220_71,HOAN,2011-10-31T06:04:00,Dictyocha speculum,3.3333,-0.41
cpr,220_71,HOAN,2011-10-31T06:04:00,Fragilariopsis kerguelensis,3.3333,-0.41
cpr,220_72,HOAN,2011-10-31T06:34:00,Dictyocha speculum,10,-0.33
cpr,220_72,HOAN,2011-10-31T06:34:00,Fragilariopsis kerguelensis,3.3333,-0.33
cpr,220_72,HOAN,2011-10-31T06:34:00,Thalassiosira spp. 10-20 µm,3.3333,-0.33
cpr,220_73,HOAN,2011-10-31T07:03:00,Fragilariopsis kerguelensis,3.3333,-0.28
cpr,220_73,HOAN,2011-10-31T07:03:00,Pseudo-nitzschia seriata complex >3 µm,10,-0.28
cpr,220_73,HOAN,2011-10-31T07:03:00,Thalassionema nitzschioides,3.3333,-0.28
cpr,220_73,HOAN,2011-10-31T07:03:00,Thalassiosira spp. 10-20 µm,3.3333,-0.28
cpr,220_74,HOAN,2011-10-31T07:32:00,Corethron pennatum,3.3333,-0.32
cpr,220_74,HOAN,2011-10-31T07:32:00,Dictyocha speculum,6.6667,-0.32
cpr,220_74,HOAN,2011-10-31T07:32:00,Pseudo-nitzschia seriata complex >3 µm,6.6667,-0.32
cpr,220_74,HOAN,2011-10-31T07:32:00,Thalassiosira spp. 20-40 µm,6.6667,-0.32
cpr,220_75,HOAN,2011-10-31T08:01:00,Fragilariopsis kerguelensis,3.3333,-0.4
cpr,220_75,HOAN,2011-10-31T08:01:00,Thalassiosira spp. 10-20 µm,3.3333,-0.4
cpr,220_76,HOAN,2011-10-31T08:30:00,Dictyocha speculum,3.3333,-0.42
cpr,220_76,HOAN,2011-10-31T08:30:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,-0.42
cpr,220_77,HOAN,2011-10-31T08:59:00,Dictyocha speculum,3.3333,-0.47
cpr,220_78,HOAN,2011-10-31T09:28:00,Dictyocha speculum,3.3333,-0.44
cpr,220_78,HOAN,2011-10-31T09:28:00,Fragilariopsis kerguelensis,3.3333,-0.44
cpr,220_78,HOAN,2011-10-31T09:28:00,Pseudo-nitzschia delicatissima complex <=3 µm,10,-0.44
cpr,220_78,HOAN,2011-10-31T09:28:00,Pseudo-nitzschia seriata complex >3 µm,6.6667,-0.44
cpr,220_79,HOAN,2011-10-31T09:57:00,Corethron pennatum,3.3333,-0.33
cpr,220_79,HOAN,2011-10-31T09:57:00,Dictyocha speculum,3.3333,-0.33
cpr,220_79,HOAN,2011-10-31T09:57:00,Fragilariopsis kerguelensis,10,-0.33
cpr,220_79,HOAN,2011-10-31T09:57:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,-0.33
cpr,220_8,HOAN,2011-10-29T20:38:00,Dictyocha speculum,10,1.52
cpr,220_80,HOAN,2011-10-31T10:25:00,Dactyliosolen antarcticus,3.3333,-0.29
cpr,220_80,HOAN,2011-10-31T10:25:00,Dictyocha speculum,3.3333,-0.29
cpr,220_80,HOAN,2011-10-31T10:25:00,Fragilariopsis kerguelensis,20,-0.29
cpr,220_80,HOAN,2011-10-31T10:25:00,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,-0.29
cpr,220_80,HOAN,2011-10-31T10:25:00,Pseudo-nitzschia seriata complex >3 µm,10,-0.29
cpr,220_80,HOAN,2011-10-31T10:25:00,Thalassiosira spp. 10-20 µm,3.3333,-0.29
cpr,220_81,HOAN,2011-10-31T10:53:00,Dictyocha speculum,20,-0.29
cpr,220_81,HOAN,2011-10-31T10:53:00,Nitzschia longissima,3.3333,-0.29
cpr,220_81,HOAN,2011-10-31T10:53:00,Pseudo-nitzschia seriata complex >3 µm,23.3333,-0.29
cpr,220_82,HOAN,2011-10-31T11:21:00,Dictyocha speculum,3.3333,-0.37
cpr,220_82,HOAN,2011-10-31T11:21:00,Pseudo-nitzschia seriata complex >3 µm,6.6667,-0.37
cpr,220_83,HOAN,2011-10-31T11:48:00,Fragilariopsis kerguelensis,6.6667,-0.4
cpr,220_83,HOAN,2011-10-31T11:48:00,Pseudo-nitzschia seriata complex >3 µm,6.6667,-0.4
cpr,220_84,HOAN,2011-10-31T12:14:00,Chaetoceros peruvianus < 40 µm cell width,3.3333,-0.39
cpr,220_84,HOAN,2011-10-31T12:14:00,Fragilariopsis kerguelensis,6.6667,-0.39
cpr,220_84,HOAN,2011-10-31T12:14:00,Pseudo-nitzschia seriata complex >3 µm,6.6667,-0.39
cpr,220_84,HOAN,2011-10-31T12:14:00,Thalassiosira spp. 10-20 µm,3.3333,-0.39
cpr,220_85,HOAN,2011-10-31T12:40:00,Fragilariopsis kerguelensis,6.6667,-0.44
cpr,220_85,HOAN,2011-10-31T12:40:00,Nitzschia longissima,3.3333,-0.44
cpr,220_85,HOAN,2011-10-31T12:40:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,-0.44
cpr,220_85,HOAN,2011-10-31T12:40:00,Thalassiosira spp. 10-20 µm,6.6667,-0.44
cpr,220_9,HOAN,2011-10-29T21:10:00,Dactyliosolen antarcticus,3.3333,1.59
cpr,220_9,HOAN,2011-10-29T21:10:00,Dictyocha speculum,10,1.59
cpr,220_9,HOAN,2011-10-29T21:10:00,Pseudo-nitzschia delicatissima complex <=3 µm,6.6667,1.59
cpr,220_9,HOAN,2011-10-29T21:10:00,Pseudo-nitzschia seriata complex >3 µm,6.6667,1.59
cpr,220_9,HOAN,2011-10-29T21:10:00,Thalassionema nitzschioides,3.3333,1.59
cpr,220_9,HOAN,2011-10-29T21:10:00,Thalassiosira spp. 10-20 µm,3.3333,1.59
cpr,221_1,HOAN,2012-03-17T22:08:00,Fragilariopsis kerguelensis,3.3333,14.53
cpr,221_1,HOAN,2012-03-17T22:08:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,14.53
cpr,221_2,HOAN,2012-03-17T22:35:00,Fragilariopsis kerguelensis,3.3333,14
cpr,221_2,HOAN,2012-03-17T22:35:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,14
cpr,221_23,HOAN,2012-03-18T07:54:00,Dictyocha speculum,3.3333,14.32
cpr,221_23,HOAN,2012-03-18T07:54:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,14.32
cpr,221_24,HOAN,2012-03-18T08:20:00,Proboscia alata,3.3333,13.97
cpr,221_28,HOAN,2012-03-18T10:01:00,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,13.85
cpr,221_29,HOAN,2012-03-18T10:26:00,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,13.55
cpr,221_3,HOAN,2012-03-17T23:02:00,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,14.13
cpr,221_3,HOAN,2012-03-17T23:02:00,Pseudo-nitzschia seriata complex >3 µm,6.6667,14.13
cpr,221_30,HOAN,2012-03-18T10:50:00,Nitzschia bicapitata,3.3333,13.51
cpr,221_31,HOAN,2012-03-18T11:15:00,Dictyocha fibula,3.3333,13.51
cpr,221_31,HOAN,2012-03-18T11:15:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,13.51
cpr,221_32,HOAN,2012-03-18T11:40:00,Chaetoceros peruvianus < 40 µm cell width,3.3333,13.19
cpr,221_32,HOAN,2012-03-18T11:40:00,Corethron pennatum,3.3333,13.19
cpr,221_33,HOAN,2012-03-18T12:05:00,Acanthoica quattrospina,3.3333,13.16
cpr,221_33,HOAN,2012-03-18T12:05:00,Chaetoceros peruvianus < 40 µm cell width,6.6667,13.16
cpr,221_33,HOAN,2012-03-18T12:05:00,Thalassiosira spp. 10-20 µm,3.3333,13.16
cpr,221_34,HOAN,2012-03-18T12:31:00,Chaetoceros peruvianus < 40 µm cell width,3.3333,12.97
cpr,221_35,HOAN,2012-03-18T12:57:00,Thalassiosira spp. 10-20 µm,3.3333,12.97
cpr,221_36,HOAN,2012-03-18T13:22:00,Chaetoceros peruvianus < 40 µm cell width,3.3333,12.98
cpr,221_38,HOAN,2012-03-18T14:13:00,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,13.11
cpr,221_38,HOAN,2012-03-18T14:13:00,Thalassiosira spp. 10-20 µm,3.3333,13.11
cpr,221_39,HOAN,2012-03-18T14:38:00,Pseudo-nitzschia delicatissima complex <=3 µm,6.6667,13.15
cpr,221_4,HOAN,2012-03-17T23:28:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,14.21
cpr,221_41,HOAN,2012-03-18T15:29:00,Tripos fusus,3.3333,13.18
cpr,221_42,HOAN,2012-03-18T15:55:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,13.19
cpr,221_43,HOAN,2012-03-18T16:21:00,Chaetoceros peruvianus < 40 µm cell width,3.3333,13.22
cpr,221_47,HOAN,2012-03-18T18:05:00,Thalassiosira spp. 10-20 µm,3.3333,13.03
cpr,221_50,HOAN,2012-03-18T19:25:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,12.91
cpr,221_52,HOAN,2012-03-18T20:18:00,Corethron pennatum,3.3333,12.55
cpr,221_52,HOAN,2012-03-18T20:18:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,12.55
cpr,221_53,HOAN,2012-03-18T20:45:00,Fragilariopsis kerguelensis,3.3333,12.47
cpr,221_54,HOAN,2012-03-18T21:11:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,12.34
cpr,221_55,HOAN,2012-03-18T21:38:00,Chaetoceros peruvianus < 40 µm cell width,3.3333,12.17
cpr,221_65,HOAN,2012-03-19T01:26:00,Nitzschia bicapitata,3.3333,12.11
cpr,221_66,HOAN,2012-03-19T01:47:00,Corethron pennatum,3.3333,12.03
cpr,221_70,HOAN,2012-03-19T03:13:00,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,11.74
cpr,239_13,GLTO,2014-01-04T06:44:01,Tripos carriensis,0.6667,28.26
cpr,239_13,GLTO,2014-01-04T06:44:01,Tripos muelleri,0.6667,28.26
cpr,239_17,GLTO,2014-01-04T08:27:42,Tripos hexacanthus,0.6667,28.23
cpr,239_17,GLTO,2014-01-04T08:27:42,Tripos trichoceros,0.6667,28.23
cpr,239_17,GLTO,2014-01-04T08:27:42,Tripos vultur,0.6667,28.23
cpr,239_25,GLTO,2014-01-04T11:55:04,Dictyocha fibula,3.3333,28.79
cpr,239_29,GLTO,2014-01-04T13:38:45,Tripos vultur,0.6667,28.53
cpr,239_37,GLTO,2014-01-04T17:06:07,Tripos vultur,0.6667,28.86
cpr,239_5,GLTO,2014-01-04T03:16:38,Tripos trichoceros,0.6667,28.14
cpr,239_5,GLTO,2014-01-04T03:16:38,Tripos vultur,0.6667,28.14
cpr,239_53,GLTO,2014-01-05T00:00:52,Tripos furca type,3.3333,27.62
cpr,239_9,GLTO,2014-01-04T05:00:19,Tripos muelleri,0.6667,28.1
cpr,239_9,GLTO,2014-01-04T05:00:19,Tripos vultur,0.6667,28.1
cpr,240_1,BRGL,2014-01-01T08:52:51,Rhizosolenia bergonii,3.3333,25.72
cpr,240_13,BRGL,2014-01-01T14:01:01,Thalassiosira spp. 10-20 µm,6.6667,25.49
cpr,240_17,BRGL,2014-01-01T15:43:44,Thalassiosira spp. 10-20 µm,13.3333,25.84
cpr,240_17,BRGL,2014-01-01T15:43:44,Tripos carriensis,3.3333,25.84
cpr,240_17,BRGL,2014-01-01T15:43:44,Tripos lunula,3.3333,25.84
cpr,240_17,BRGL,2014-01-01T15:43:44,Tripos muelleri,3.3333,25.84
cpr,240_17,BRGL,2014-01-01T15:43:44,Tripos vultur,3.3333,25.84
cpr,240_21,BRGL,2014-01-01T17:26:28,Thalassiosira spp. 10-20 µm,6.6667,26.07
cpr,240_21,BRGL,2014-01-01T17:26:28,Tripos carriensis,6.6667,26.07
cpr,240_21,BRGL,2014-01-01T17:26:28,Tripos muelleri,0.6667,26.07
cpr,240_25,BRGL,2014-01-01T19:09:11,Thalassiosira spp. 10-20 µm,6.6667,26.28
cpr,240_25,BRGL,2014-01-01T19:09:11,Tripos carriensis,10,26.28
cpr,240_25,BRGL,2014-01-01T19:09:11,Tripos vultur,0.6667,26.28
cpr,240_29,BRGL,2014-01-01T20:51:54,Rhizosolenia setigera group,3.3333,26.63
cpr,240_29,BRGL,2014-01-01T20:51:54,Thalassiosira spp. 10-20 µm,3.3333,26.63
cpr,240_29,BRGL,2014-01-01T20:51:54,Tripos carriensis,0.6667,26.63
cpr,240_29,BRGL,2014-01-01T20:51:54,Tripos trichoceros,0.6667,26.63
cpr,240_37,BRGL,2014-01-02T00:17:21,Thalassiosira spp. 10-20 µm,10,27.59
cpr,240_37,BRGL,2014-01-02T00:17:21,Tripos carriensis,3.3333,27.59
cpr,240_37,BRGL,2014-01-02T00:17:21,Tripos macroceros,3.3333,27.59
cpr,240_41,BRGL,2014-01-02T02:00:04,Oxytoxum scolopax,6.6667,26.98
cpr,240_41,BRGL,2014-01-02T02:00:04,Thalassiosira spp. 10-20 µm,30,26.98
cpr,240_41,BRGL,2014-01-02T02:00:04,Thalassiosira spp. 20-40 µm,3.3333,26.98
cpr,240_41,BRGL,2014-01-02T02:00:04,Trichodesmium thiebautii,0.6667,26.98
cpr,240_41,BRGL,2014-01-02T02:00:04,Tripos carriensis,6.6667,26.98
cpr,240_41,BRGL,2014-01-02T02:00:04,Tripos muelleri,0.6667,26.98
cpr,240_41,BRGL,2014-01-02T02:00:04,Tripos trichoceros,3.3333,26.98
cpr,240_45,BRGL,2014-01-02T03:42:48,Oxytoxum scolopax,20,27.02
cpr,240_45,BRGL,2014-01-02T03:42:48,Thalassiosira spp. 10-20 µm,40,27.02
cpr,240_45,BRGL,2014-01-02T03:42:48,Tripos carriensis,0.6667,27.02
cpr,240_45,BRGL,2014-01-02T03:42:48,Tripos furca,6.6667,27.02
cpr,240_45,BRGL,2014-01-02T03:42:48,Tripos fusus,6.6667,27.02
cpr,240_45,BRGL,2014-01-02T03:42:48,Tripos trichoceros,10,27.02
cpr,240_5,BRGL,2014-01-01T10:35:34,Thalassiosira spp. 10-20 µm,3.3333,25.61
cpr,240_5,BRGL,2014-01-01T10:35:34,Thalassiosira spp. 20-40 µm,3.3333,25.61
cpr,240_5,BRGL,2014-01-01T10:35:34,Tripos carriensis,3.3333,25.61
cpr,240_9,BRGL,2014-01-01T12:18:18,Oxytoxum scolopax,3.3333,25.97
cpr,240_9,BRGL,2014-01-01T12:18:18,Thalassiosira spp. 10-20 µm,13.3333,25.97
cpr,240_9,BRGL,2014-01-01T12:18:18,Tripos trichoceros,3.3333,25.97
cpr,240_9,BRGL,2014-01-01T12:18:18,Tripos vultur,3.3333,25.97
cpr,241_1,MEAD,2013-11-02T22:04:43,Noctiluca scintillans,3.3333,15.4315908
cpr,241_1,MEAD,2013-11-02T22:04:43,Tripos carriensis,6.6667,15.4315908
cpr,241_1,MEAD,2013-11-02T22:04:43,Tripos fusus,30,15.4315908
cpr,241_13,MEAD,2013-11-03T02:45:54,Tripos carriensis,0.6667,15.2523547
cpr,241_13,MEAD,2013-11-03T02:45:54,Tripos fusus,10,15.2523547
cpr,241_17,MEAD,2013-11-03T04:19:38,Tripos carriensis,0.6667,15.2543686
cpr,241_21,MEAD,2013-11-03T05:53:22,Tripos fusus,3.3333,15.3033963
cpr,241_25,MEAD,2013-11-03T07:27:06,Chaetoceros coarctatus,3.3333,15.4637436
cpr,241_25,MEAD,2013-11-03T07:27:06,Chaetoceros eibenii,3.3333,15.4637436
cpr,241_25,MEAD,2013-11-03T07:27:06,Tripos candelabrus,3.3333,15.4637436
cpr,241_25,MEAD,2013-11-03T07:27:06,Tripos carriensis,6.6667,15.4637436
cpr,241_25,MEAD,2013-11-03T07:27:06,Tripos fusus,10,15.4637436
cpr,241_29,MEAD,2013-11-03T09:00:50,Dictyocha fibula,3.3333,15.6858269
cpr,241_29,MEAD,2013-11-03T09:00:50,Tripos candelabrus,0.6667,15.6858269
cpr,241_29,MEAD,2013-11-03T09:00:50,Tripos carriensis,6.6667,15.6858269
cpr,241_29,MEAD,2013-11-03T09:00:50,Tripos furca,0.6667,15.6858269
cpr,241_29,MEAD,2013-11-03T09:00:50,Tripos fusus,13.3333,15.6858269
cpr,241_29,MEAD,2013-11-03T09:00:50,Tripos hexacanthus,0.6667,15.6858269
cpr,241_29,MEAD,2013-11-03T09:00:50,Tripos lunula,0.6667,15.6858269
cpr,241_29,MEAD,2013-11-03T09:00:50,Tripos muelleri,0.6667,15.6858269
cpr,241_29,MEAD,2013-11-03T09:00:50,Tripos pentagonus,0.6667,15.6858269
cpr,241_33,MEAD,2013-11-03T10:34:34,Chaetoceros eibenii,3.3333,15.8422852
cpr,241_33,MEAD,2013-11-03T10:34:34,Dictyocha fibula,3.3333,15.8422852
cpr,241_33,MEAD,2013-11-03T10:34:34,Rhizosolenia setigera group,3.3333,15.8422852
cpr,241_33,MEAD,2013-11-03T10:34:34,Tripos fusus,3.3333,15.8422852
cpr,241_33,MEAD,2013-11-03T10:34:34,Tripos pentagonus,3.3333,15.8422852
cpr,241_33,MEAD,2013-11-03T10:34:34,Tripos trichoceros,3.3333,15.8422852
cpr,241_37,MEAD,2013-11-03T12:08:17,Chaetoceros eibenii,3.3333,15.9236047
cpr,241_37,MEAD,2013-11-03T12:08:17,Dictyocha fibula,3.3333,15.9236047
cpr,241_37,MEAD,2013-11-03T12:08:17,Tripos furca,3.3333,15.9236047
cpr,241_37,MEAD,2013-11-03T12:08:17,Tripos furca type,0.6667,15.9236047
cpr,241_37,MEAD,2013-11-03T12:08:17,Tripos fusus,3.3333,15.9236047
cpr,241_41,MEAD,2013-11-03T13:42:01,Dictyocha fibula,3.3333,15.9111741
cpr,241_41,MEAD,2013-11-03T13:42:01,Tripos biceps,3.3333,15.9111741
cpr,241_41,MEAD,2013-11-03T13:42:01,Tripos carriensis,3.3333,15.9111741
cpr,241_41,MEAD,2013-11-03T13:42:01,Tripos furca,0.6667,15.9111741
cpr,241_41,MEAD,2013-11-03T13:42:01,Tripos fusus,3.3333,15.9111741
cpr,241_41,MEAD,2013-11-03T13:42:01,Tripos hexacanthus,6.6667,15.9111741
cpr,241_41,MEAD,2013-11-03T13:42:01,Tripos muelleri type,13.3333,15.9111741
cpr,241_41,MEAD,2013-11-03T13:42:01,Tripos pentagonus,3.3333,15.9111741
cpr,241_45,MEAD,2013-11-03T15:15:45,Tripos biceps,3.3333,15.9172852
cpr,241_45,MEAD,2013-11-03T15:15:45,Tripos carriensis,6.6667,15.9172852
cpr,241_45,MEAD,2013-11-03T15:15:45,Tripos fusus,10,15.9172852
cpr,241_49,MEAD,2013-11-03T16:49:29,Thalassiosira spp. <10 µm,3.3333,15.9521463
cpr,241_49,MEAD,2013-11-03T16:49:29,Tripos carriensis,0.6667,15.9521463
cpr,241_49,MEAD,2013-11-03T16:49:29,Tripos vultur,0.6667,15.9521463
cpr,241_5,MEAD,2013-11-02T23:38:27,Tripos biceps,3.3333,15.3962436
cpr,241_5,MEAD,2013-11-02T23:38:27,Tripos carriensis,10,15.3962436
cpr,241_5,MEAD,2013-11-02T23:38:27,Tripos fusus,6.6667,15.3962436
cpr,241_5,MEAD,2013-11-02T23:38:27,Tripos hexacanthus,3.3333,15.3962436
cpr,241_53,MEAD,2013-11-03T18:23:13,Tripos carriensis,0.6667,16.1236047
cpr,241_53,MEAD,2013-11-03T18:23:13,Tripos fusus,3.3333,16.1236047
cpr,241_53,MEAD,2013-11-03T18:23:13,Tripos muelleri type,3.3333,16.1236047
cpr,241_57,MEAD,2013-11-03T19:56:57,Dictyocha fibula,3.3333,16.0554102
cpr,241_57,MEAD,2013-11-03T19:56:57,Thalassiosira spp. 20-40 µm,3.3333,16.0554102
cpr,241_61,MEAD,2013-11-03T21:30:41,Dictyocha fibula,3.3333,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Noctiluca scintillans,3.3333,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Tripos biceps,3.3333,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Tripos candelabrus,0.6667,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Tripos carriensis,0.6667,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Tripos furca,3.3333,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Tripos fusus,3.3333,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Tripos lunula,0.6667,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Tripos muelleri,0.6667,16.1414519
cpr,241_61,MEAD,2013-11-03T21:30:41,Tripos trichoceros,0.6667,16.1414519
cpr,241_69,MEAD,2013-11-04T00:38:08,Tripos carriensis,0.6667,16.1762435
cpr,241_69,MEAD,2013-11-04T00:38:08,Tripos fusus,3.3333,16.1762435
cpr,241_69,MEAD,2013-11-04T00:38:08,Tripos hexacanthus,0.6667,16.1762435
cpr,241_73,MEAD,2013-11-04T02:11:52,Tripos carriensis,0.6667,16.2067991
cpr,241_73,MEAD,2013-11-04T02:11:52,Tripos hexacanthus,0.6667,16.2067991
cpr,241_73,MEAD,2013-11-04T02:11:52,Tripos lunula,0.6667,16.2067991
cpr,241_73,MEAD,2013-11-04T02:11:52,Tripos muelleri,0.6667,16.2067991
cpr,241_73,MEAD,2013-11-04T02:11:52,Tripos trichoceros,0.6667,16.2067991
cpr,241_77,MEAD,2013-11-04T03:45:36,Tripos carriensis,0.6667,16.3004796
cpr,241_77,MEAD,2013-11-04T03:45:36,Tripos hexacanthus,0.6667,16.3004796
cpr,241_77,MEAD,2013-11-04T03:45:36,Tripos lunula,0.6667,16.3004796
cpr,241_77,MEAD,2013-11-04T03:45:36,Tripos trichoceros,0.6667,16.3004796
cpr,241_81,MEAD,2013-11-04T05:19:20,Tripos carriensis,0.6667,16.4256185
cpr,241_81,MEAD,2013-11-04T05:19:20,Tripos muelleri,0.6667,16.4256185
cpr,241_81,MEAD,2013-11-04T05:19:20,Tripos trichoceros,0.6667,16.4256185
cpr,241_85,MEAD,2013-11-04T06:53:04,Noctiluca scintillans,0.6667,16.5959658
cpr,241_85,MEAD,2013-11-04T06:53:04,Tripos muelleri,0.6667,16.5959658
cpr,241_85,MEAD,2013-11-04T06:53:04,Tripos trichoceros,3.3333,16.5959658
cpr,241_9,MEAD,2013-11-03T01:12:11,Tripos carriensis,20,15.2236741
cpr,241_9,MEAD,2013-11-03T01:12:11,Tripos fusus,13.3333,15.2236741
cpr,242_1,TOCA,2013-11-08T12:27:59,Thalassiosira spp. 10-20 µm,6.6667,25.97
cpr,242_1,TOCA,2013-11-08T12:27:59,Tripos carriensis,0.6667,25.97
cpr,242_1,TOCA,2013-11-08T12:27:59,Tripos lunula,0.6667,25.97
cpr,242_13,TOCA,2013-11-11T11:39:53,Tripos muelleri,0.6667,26.53
cpr,242_13,TOCA,2013-11-11T11:39:53,Tripos trichoceros,0.6667,26.53
cpr,242_13,TOCA,2013-11-11T11:39:53,Tripos vultur,0.6667,26.53
cpr,242_21,TOCA,2013-11-13T11:07:49,Tripos carriensis,0.6667,26.64
cpr,242_21,TOCA,2013-11-13T11:07:49,Tripos muelleri,0.6667,26.64
cpr,242_21,TOCA,2013-11-13T11:07:49,Tripos trichoceros,0.6667,26.64
cpr,242_21,TOCA,2013-11-13T11:07:49,Tripos vultur,0.6667,26.64
cpr,242_25,TOCA,2013-11-14T10:51:47,Tripos fusus type,0.6667,27.1
cpr,242_25,TOCA,2013-11-14T10:51:47,Tripos trichoceros,0.6667,27.1
cpr,242_25,TOCA,2013-11-14T10:51:47,Tripos vultur,0.6667,27.1
cpr,242_29,TOCA,2013-11-15T10:35:45,Trichodesmium thiebautii,0.6667,26.45
cpr,242_29,TOCA,2013-11-15T10:35:45,Tripos trichoceros,0.6667,26.45
cpr,242_29,TOCA,2013-11-15T10:35:45,Tripos vultur,0.6667,26.45
cpr,242_9,TOCA,2013-11-10T11:55:55,Tripos vultur,0.6667,26.44
cpr,244_13,MEAD,2014-01-17T09:50:41,Tripos carriensis,3.3333,19
cpr,244_13,MEAD,2014-01-17T09:50:41,Tripos fusus,3.3333,19
cpr,244_13,MEAD,2014-01-17T09:50:41,Tripos vultur,30,19
cpr,244_17,MEAD,2014-01-17T11:03:51,Tripos fusus,3.3333,19.65
cpr,244_17,MEAD,2014-01-17T11:03:51,Tripos macroceros,3.3333,19.65
cpr,244_17,MEAD,2014-01-17T11:03:51,Tripos vultur,53.3333,19.65
cpr,244_21,MEAD,2014-01-17T12:17:02,Thalassiosira spp. 10-20 µm,3.3333,19.25
cpr,244_21,MEAD,2014-01-17T12:17:02,Tripos carriensis,20,19.25
cpr,244_21,MEAD,2014-01-17T12:17:02,Tripos vultur,3.3333,19.25
cpr,244_25,MEAD,2014-01-17T13:30:12,Tripos furca,6.6667,18.86
cpr,244_25,MEAD,2014-01-17T13:30:12,Tripos macroceros,3.3333,18.86
cpr,244_29,MEAD,2014-01-17T14:43:23,Tripos carriensis,10,18.9
cpr,244_29,MEAD,2014-01-17T14:43:23,Tripos hexacanthus,3.3333,18.9
cpr,244_29,MEAD,2014-01-17T14:43:23,Tripos macroceros,3.3333,18.9
cpr,244_29,MEAD,2014-01-17T14:43:23,Tripos muelleri,0.6667,18.9
cpr,244_29,MEAD,2014-01-17T14:43:23,Tripos vultur,0.6667,18.9
cpr,244_33,MEAD,2014-01-17T15:56:34,Tripos carriensis,3.3333,19.48
cpr,244_33,MEAD,2014-01-17T15:56:34,Tripos macroceros,6.6667,19.48
cpr,244_33,MEAD,2014-01-17T15:56:34,Tripos vultur,6.6667,19.48
cpr,244_37,MEAD,2014-01-17T17:09:44,Tripos candelabrus,3.3333,19.03
cpr,244_37,MEAD,2014-01-17T17:09:44,Tripos carriensis,3.3333,19.03
cpr,244_37,MEAD,2014-01-17T17:09:44,Tripos vultur,33.3333,19.03
