SURVEY,SAMPLE_DATE,TAXON_NAME,TAXON_GROUP,ABUNDANCE_M3
IMOS,2009-12-07 00:00:00,Scrippsiella spp.,Dinoflagellate,113000
IMOS,2009-12-07 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,38000
IMOS,2009-12-07 00:00:00,Tripos spp.,Dinoflagellate,56000
IMOS,2009-11-11 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,1034000
IMOS,2009-11-11 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,1293000
IMOS,2009-11-11 00:00:00,Cylindrotheca closterium,Diatom,4914000
IMOS,2009-11-11 00:00:00,Leptocylindrus danicus,Diatom,87414000
IMOS,2009-11-11 00:00:00,Leptocylindrus mediterraneus,Diatom,517000
IMOS,2009-11-11 00:00:00,Leptocylindrus minimus,Diatom,26379000
IMOS,2009-11-11 00:00:00,Noctiluca scintillans,Dinoflagellate,21000
IMOS,2009-11-11 00:00:00,Oxytoxum spp.,Dinoflagellate,172000
IMOS,2009-11-11 00:00:00,Proboscia alata,Diatom,2845000
IMOS,2009-11-11 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,5172000
IMOS,2009-11-11 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,35948000
IMOS,2009-11-11 00:00:00,Skeletonema spp.,Diatom,1016000
IMOS,2009-11-11 00:00:00,Stephanopyxis spp.,Diatom,103000
IMOS,2010-03-17 00:00:00,Amphidinium spp. <30 µm cell height,Dinoflagellate,126000
IMOS,2010-03-17 00:00:00,Bacteriastrum spp.,Diatom,2609000
IMOS,2010-03-17 00:00:00,Cerataulina pelagica,Diatom,168000
IMOS,2010-03-17 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,1767000
IMOS,2010-03-17 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,10604000
IMOS,2010-03-17 00:00:00,Climacodium spp.,Diatom,884000
IMOS,2010-03-17 00:00:00,Cylindrotheca closterium,Diatom,2020000
IMOS,2010-03-17 00:00:00,Dactyliosolen fragilissimus,Diatom,11782000
IMOS,2010-03-17 00:00:00,Guinardia delicatula,Diatom,337000
IMOS,2010-03-17 00:00:00,Guinardia flaccida <150 µm length,Diatom,34000
IMOS,2010-03-17 00:00:00,Guinardia striata,Diatom,1431000
IMOS,2010-03-17 00:00:00,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,84000
IMOS,2010-03-17 00:00:00,Gyrodinium spp.,Dinoflagellate,126000
IMOS,2010-03-17 00:00:00,Hemiaulus spp.,Diatom,1094000
IMOS,2010-03-17 00:00:00,Leptocylindrus danicus,Diatom,13802000
IMOS,2010-03-17 00:00:00,Leptocylindrus mediterraneus,Diatom,168000
IMOS,2010-03-17 00:00:00,Leptocylindrus minimus,Diatom,2777000
IMOS,2010-03-17 00:00:00,Meuniera membranacea,Diatom,59000
IMOS,2010-03-17 00:00:00,Oxytoxum spp.,Dinoflagellate,42000
IMOS,2010-03-17 00:00:00,Proboscia alata,Diatom,1010000
IMOS,2010-03-17 00:00:00,Protoperidinium spp.,Dinoflagellate,126000
IMOS,2010-03-17 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,3535000
IMOS,2010-03-17 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,1010000
IMOS,2010-03-17 00:00:00,Rhizosolenia fallax,Diatom,337000
IMOS,2010-03-17 00:00:00,Rhizosolenia imbricata,Diatom,84000
IMOS,2010-03-17 00:00:00,Rhizosolenia setigera,Diatom,1094000
IMOS,2010-03-17 00:00:00,Trichodesmium spp.,Cyanobacteria,337000
IMOS,2010-03-17 00:00:00,Tripos spp.,Dinoflagellate,17000
IMOS,2010-10-20 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,188000
IMOS,2010-10-20 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,942000
IMOS,2010-10-20 00:00:00,Climacodium spp.,Diatom,68000
IMOS,2010-10-20 00:00:00,Cylindrotheca closterium,Diatom,75000
IMOS,2010-10-20 00:00:00,Dactyliosolen fragilissimus,Diatom,452000
IMOS,2010-10-20 00:00:00,Guinardia delicatula,Diatom,75000
IMOS,2010-10-20 00:00:00,Guinardia flaccida <150 µm length,Diatom,75000
IMOS,2010-10-20 00:00:00,Gyrodinium spp.,Dinoflagellate,603000
IMOS,2010-10-20 00:00:00,Helicotheca spp.,Diatom,113000
IMOS,2010-10-20 00:00:00,Hemiaulus spp.,Diatom,75000
IMOS,2010-10-20 00:00:00,Lauderia annulata < 70 µm length,Diatom,75000
IMOS,2010-10-20 00:00:00,Leptocylindrus danicus,Diatom,1432000
IMOS,2010-10-20 00:00:00,Leptocylindrus minimus,Diatom,641000
IMOS,2010-10-20 00:00:00,Navicula cf. 60-80 µm length,Diatom,113000
IMOS,2010-10-20 00:00:00,Noctiluca scintillans,Dinoflagellate,98000
IMOS,2010-10-20 00:00:00,Proboscia alata,Diatom,113000
IMOS,2010-10-20 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,2035000
IMOS,2010-10-20 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,151000
IMOS,2010-10-20 00:00:00,Rhizosolenia fallax,Diatom,75000
IMOS,2010-10-20 00:00:00,Skeletonema spp.,Diatom,678000
IMOS,2010-10-20 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,415000
IMOS,2011-06-20 00:00:00,Bacteriastrum spp.,Diatom,48000
IMOS,2011-06-20 00:00:00,Chaetoceros atlanticus,Diatom,119000
IMOS,2011-06-20 00:00:00,Chaetoceros decipiens < 15 µm cell width,Diatom,95000
IMOS,2011-06-20 00:00:00,Chaetoceros lorenzianus,Diatom,95000
IMOS,2011-06-20 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,310000
IMOS,2011-06-20 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,572000
IMOS,2011-06-20 00:00:00,Climacodium spp.,Diatom,143000
IMOS,2011-06-20 00:00:00,Coscinodiscus spp.,Diatom,48000
IMOS,2011-06-20 00:00:00,Cylindrotheca closterium,Diatom,524000
IMOS,2011-06-20 00:00:00,Dactyliosolen fragilissimus,Diatom,95000
IMOS,2011-06-20 00:00:00,Ditylum brightwellii > 40 µm width,Diatom,48000
IMOS,2011-06-20 00:00:00,Gonyaulax spp.,Dinoflagellate,71000
IMOS,2011-06-20 00:00:00,Guinardia delicatula,Diatom,191000
IMOS,2011-06-20 00:00:00,Guinardia flaccida <150 µm length,Diatom,24000
IMOS,2011-06-20 00:00:00,Guinardia striata,Diatom,238000
IMOS,2011-06-20 00:00:00,Gyrodinium spp.,Dinoflagellate,95000
IMOS,2011-06-20 00:00:00,Helicotheca spp.,Diatom,24000
IMOS,2011-06-20 00:00:00,Hemiaulus spp.,Diatom,48000
IMOS,2011-06-20 00:00:00,Leptocylindrus danicus,Diatom,572000
IMOS,2011-06-20 00:00:00,Leptocylindrus mediterraneus,Diatom,24000
IMOS,2011-06-20 00:00:00,Leptocylindrus minimus,Diatom,357000
IMOS,2011-06-20 00:00:00,Navicula septentrionalis,Diatom,143000
IMOS,2011-06-20 00:00:00,Pleurosigma spp. < 150 µm,Diatom,24000
IMOS,2011-06-20 00:00:00,Proboscia alata,Diatom,48000
IMOS,2011-06-20 00:00:00,Prorocentrum spp.,Dinoflagellate,71000
IMOS,2011-06-20 00:00:00,Protoperidinium spp.,Dinoflagellate,48000
IMOS,2011-06-20 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,1334000
IMOS,2011-06-20 00:00:00,Pseudosolenia spp. ~30 µm cell width,Diatom,48000
IMOS,2011-06-20 00:00:00,Rhizosolenia fallax,Diatom,24000
IMOS,2011-06-20 00:00:00,Rhizosolenia setigera,Diatom,405000
IMOS,2011-06-20 00:00:00,Thalassionema spp. > 100 µm length,Diatom,214000
IMOS,2011-06-20 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,262000
IMOS,2011-06-20 00:00:00,Thalassiosira spp. 20-40 µm,Diatom,71000
IMOS,2011-06-20 00:00:00,Trichodesmium spp.,Cyanobacteria,24000
IMOS,2011-06-20 00:00:00,Tripos fusus,Dinoflagellate,95000
IMOS,2011-06-20 00:00:00,Tripos lineatus,Dinoflagellate,71000
IMOS,2011-06-20 00:00:00,Tripos muelleri type,Dinoflagellate,24000
IMOS,2011-06-20 00:00:00,Tripos pentagonus,Dinoflagellate,71000
IMOS,2009-03-19 00:00:00,Bacteriastrum spp.,Diatom,235000
IMOS,2009-03-19 00:00:00,Cerataulina pelagica,Diatom,941000
IMOS,2009-03-19 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,33861000
IMOS,2009-03-19 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,4233000
IMOS,2009-03-19 00:00:00,Climacodium spp.,Diatom,150000
IMOS,2009-03-19 00:00:00,Coscinodiscus radiatus,Diatom,235000
IMOS,2009-03-19 00:00:00,Cyanobacteria cluster,Cyanobacteria,47000
IMOS,2009-03-19 00:00:00,Cylindrotheca closterium,Diatom,1176000
IMOS,2009-03-19 00:00:00,Dactyliosolen fragilissimus,Diatom,5173000
IMOS,2009-03-19 00:00:00,Guinardia striata,Diatom,1646000
IMOS,2009-03-19 00:00:00,Helicotheca spp.,Diatom,705000
IMOS,2009-03-19 00:00:00,Hemiaulus spp.,Diatom,941000
IMOS,2009-03-19 00:00:00,Leptocylindrus danicus,Diatom,40446000
IMOS,2009-03-19 00:00:00,Meuniera membranacea,Diatom,66000
IMOS,2009-03-19 00:00:00,Oxytoxum spp.,Dinoflagellate,235000
IMOS,2009-03-19 00:00:00,Proboscia alata,Diatom,235000
IMOS,2009-03-19 00:00:00,Prorocentrum spp.,Dinoflagellate,235000
IMOS,2009-03-19 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,47265000
IMOS,2009-03-19 00:00:00,Rhizosolenia setigera,Diatom,6114000
IMOS,2009-03-19 00:00:00,Skeletonema spp.,Diatom,6114000
IMOS,2009-03-19 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,470000
IMOS,2009-03-19 00:00:00,Tripos spp.,Dinoflagellate,47000
IMOS,2009-10-12 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,352000
IMOS,2009-10-12 00:00:00,Cylindrotheca closterium,Diatom,879000
IMOS,2009-10-12 00:00:00,Dactyliosolen fragilissimus,Diatom,176000
IMOS,2009-10-12 00:00:00,Fragilariopsis spp.,Diatom,176000
IMOS,2009-10-12 00:00:00,Guinardia delicatula,Diatom,879000
IMOS,2009-10-12 00:00:00,Gyrodinium spp.,Dinoflagellate,2513000
IMOS,2009-10-12 00:00:00,Leptocylindrus danicus,Diatom,1055000
IMOS,2009-10-12 00:00:00,Leptocylindrus minimus,Diatom,37111000
IMOS,2009-10-12 00:00:00,Noctiluca scintillans,Dinoflagellate,264000
IMOS,2009-10-12 00:00:00,Proboscia alata,Diatom,704000
IMOS,2009-10-12 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,4397000
IMOS,2009-10-12 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,15829000
IMOS,2009-10-12 00:00:00,Rhizosolenia fallax,Diatom,528000
IMOS,2009-10-12 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,176000
IMOS,2009-10-12 00:00:00,Tripos spp.,Dinoflagellate,176000
IMOS,2010-12-14 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,7477000
IMOS,2010-12-14 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,1608000
IMOS,2010-12-14 00:00:00,Cylindrotheca closterium,Diatom,1688000
IMOS,2010-12-14 00:00:00,Dactyliosolen fragilissimus,Diatom,322000
IMOS,2010-12-14 00:00:00,Dinophysis spp.,Dinoflagellate,322000
IMOS,2010-12-14 00:00:00,Eucampia spp. <100 µm cell length,Diatom,2251000
IMOS,2010-12-14 00:00:00,Guinardia striata,Diatom,161000
IMOS,2010-12-14 00:00:00,Gyrodinium spp.,Dinoflagellate,241000
IMOS,2010-12-14 00:00:00,Lauderia annulata < 70 µm length,Diatom,402000
IMOS,2010-12-14 00:00:00,Leptocylindrus danicus,Diatom,1930000
IMOS,2010-12-14 00:00:00,Leptocylindrus minimus,Diatom,322000
IMOS,2010-12-14 00:00:00,Navicula cf. 40-60 µm length,Diatom,80000
IMOS,2010-12-14 00:00:00,Navicula septentrionalis,Diatom,80000
IMOS,2010-12-14 00:00:00,Noctiluca scintillans,Dinoflagellate,121000
IMOS,2010-12-14 00:00:00,Pleurosigma spp. < 150 µm,Diatom,322000
IMOS,2010-12-14 00:00:00,Proboscia alata,Diatom,14070000
IMOS,2010-12-14 00:00:00,Prorocentrum spp.,Dinoflagellate,80000
IMOS,2010-12-14 00:00:00,Protoperidinium pellucidum,Dinoflagellate,80000
IMOS,2010-12-14 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,11256000
IMOS,2010-12-14 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,10452000
IMOS,2010-12-14 00:00:00,Rhizosolenia spp.,Diatom,322000
IMOS,2010-12-14 00:00:00,Thalassiosira gravida,Diatom,643000
IMOS,2010-12-14 00:00:00,Tripos furca,Dinoflagellate,322000
IMOS,2010-11-11 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,89000
IMOS,2010-11-11 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,244000
IMOS,2010-11-11 00:00:00,Cylindrotheca closterium,Diatom,1086000
IMOS,2010-11-11 00:00:00,Guinardia delicatula,Diatom,222000
IMOS,2010-11-11 00:00:00,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,44000
IMOS,2010-11-11 00:00:00,Gyrodinium spp.,Dinoflagellate,355000
IMOS,2010-11-11 00:00:00,Leptocylindrus danicus,Diatom,975000
IMOS,2010-11-11 00:00:00,Leptocylindrus mediterraneus,Diatom,89000
IMOS,2010-11-11 00:00:00,Leptocylindrus minimus,Diatom,2039000
IMOS,2010-11-11 00:00:00,Navicula cf. 60-80 µm length,Diatom,67000
IMOS,2010-11-11 00:00:00,Noctiluca scintillans,Dinoflagellate,35000
IMOS,2010-11-11 00:00:00,Pleurosigma spp. < 150 µm,Diatom,44000
IMOS,2010-11-11 00:00:00,Proboscia alata,Diatom,44000
IMOS,2010-11-11 00:00:00,Prorocentrum spp.,Dinoflagellate,67000
IMOS,2010-11-11 00:00:00,Protoperidinium oceanicum,Dinoflagellate,44000
IMOS,2010-11-11 00:00:00,Protoperidinium pellucidum,Dinoflagellate,67000
IMOS,2010-11-11 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,3835000
IMOS,2010-11-11 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,266000
IMOS,2010-11-11 00:00:00,Rhizosolenia setigera,Diatom,89000
IMOS,2010-11-11 00:00:00,Scrippsiella spp.,Dinoflagellate,155000
IMOS,2010-11-11 00:00:00,Skeletonema spp.,Diatom,89000
IMOS,2010-11-11 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,155000
IMOS,2010-11-11 00:00:00,Tripos furca type,Dinoflagellate,22000
IMOS,2011-02-04 00:00:00,Amphidinium spp. <30 µm cell height,Dinoflagellate,48000
IMOS,2011-02-04 00:00:00,Cerataulina spp. ~150 µm length,Diatom,48000
IMOS,2011-02-04 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,776000
IMOS,2011-02-04 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,1212000
IMOS,2011-02-04 00:00:00,Cylindrotheca closterium,Diatom,824000
IMOS,2011-02-04 00:00:00,Dactyliosolen fragilissimus,Diatom,1309000
IMOS,2011-02-04 00:00:00,Dactyliosolen phuketensis,Diatom,679000
IMOS,2011-02-04 00:00:00,Guinardia delicatula,Diatom,97000
IMOS,2011-02-04 00:00:00,Guinardia flaccida <150 µm length,Diatom,48000
IMOS,2011-02-04 00:00:00,Guinardia striata,Diatom,485000
IMOS,2011-02-04 00:00:00,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,48000
IMOS,2011-02-04 00:00:00,Gyrodinium spp.,Dinoflagellate,242000
IMOS,2011-02-04 00:00:00,Hemiaulus spp.,Diatom,145000
IMOS,2011-02-04 00:00:00,Leptocylindrus danicus,Diatom,119235000
IMOS,2011-02-04 00:00:00,Leptocylindrus minimus,Diatom,4847000
IMOS,2011-02-04 00:00:00,Noctiluca scintillans,Dinoflagellate,10000
IMOS,2011-02-04 00:00:00,Proboscia alata,Diatom,727000
IMOS,2011-02-04 00:00:00,Protoperidinium pellucidum,Dinoflagellate,48000
IMOS,2011-02-04 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,4847000
IMOS,2011-02-04 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,388000
IMOS,2011-02-04 00:00:00,Pseudosolenia spp. ~30 µm cell width,Diatom,97000
IMOS,2011-02-04 00:00:00,Rhizosolenia imbricata,Diatom,194000
IMOS,2011-02-04 00:00:00,Rhizosolenia setigera,Diatom,97000
IMOS,2011-02-04 00:00:00,Scrippsiella spp.,Dinoflagellate,194000
IMOS,2011-02-04 00:00:00,Thalassiosira gravida,Diatom,97000
IMOS,2011-02-04 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,3684000
IMOS,2011-02-04 00:00:00,Thalassiothrix spp.,Diatom,145000
IMOS,2011-02-04 00:00:00,Trichodesmium spp.,Cyanobacteria,58000
IMOS,2011-03-01 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,40000
IMOS,2011-03-01 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,79000
IMOS,2011-03-01 00:00:00,Cylindrotheca closterium,Diatom,832000
IMOS,2011-03-01 00:00:00,Dactyliosolen fragilissimus,Diatom,1228000
IMOS,2011-03-01 00:00:00,Gyrodinium spp.,Dinoflagellate,396000
IMOS,2011-03-01 00:00:00,Leptocylindrus danicus,Diatom,4198000
IMOS,2011-03-01 00:00:00,Leptocylindrus minimus,Diatom,4554000
IMOS,2011-03-01 00:00:00,Mesodinium rubrum,Ciliate,40000
IMOS,2011-03-01 00:00:00,Oxytoxum spp.,Dinoflagellate,40000
IMOS,2011-03-01 00:00:00,Protoperidinium spp.,Dinoflagellate,119000
IMOS,2011-03-01 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,2218000
IMOS,2011-03-01 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,1188000
IMOS,2011-03-01 00:00:00,Rhizosolenia fallax,Diatom,119000
IMOS,2011-03-01 00:00:00,Scrippsiella spp.,Dinoflagellate,198000
IMOS,2011-03-01 00:00:00,Thalassiosira gravida,Diatom,40000
IMOS,2011-03-01 00:00:00,Trichodesmium spp.,Cyanobacteria,48000
IMOS,2011-03-01 00:00:00,Tripos trichoceros,Dinoflagellate,8000
IMOS,2011-11-18 00:00:00,Cerataulina spp. ~150 µm length,Diatom,2207000
IMOS,2011-11-18 00:00:00,Coscinodiscus spp.,Diatom,100000
IMOS,2011-11-18 00:00:00,Cylindrotheca closterium,Diatom,3611000
IMOS,2011-11-18 00:00:00,Dactyliosolen fragilissimus,Diatom,1003000
IMOS,2011-11-18 00:00:00,Dinophysis spp.,Dinoflagellate,802000
IMOS,2011-11-18 00:00:00,Eucampia spp. <100 µm cell length,Diatom,100000
IMOS,2011-11-18 00:00:00,Guinardia flaccida <150 µm length,Diatom,20000
IMOS,2011-11-18 00:00:00,Guinardia striata,Diatom,201000
IMOS,2011-11-18 00:00:00,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,1003000
IMOS,2011-11-18 00:00:00,Gyrodinium spp.,Dinoflagellate,1304000
IMOS,2011-11-18 00:00:00,Leptocylindrus danicus,Diatom,69709000
IMOS,2011-11-18 00:00:00,Leptocylindrus minimus,Diatom,5517000
IMOS,2011-11-18 00:00:00,Navicula cf. 60-80 µm length,Diatom,201000
IMOS,2011-11-18 00:00:00,Navicula septentrionalis,Diatom,802000
IMOS,2011-11-18 00:00:00,Noctiluca scintillans,Dinoflagellate,30000
IMOS,2011-11-18 00:00:00,Oxytoxum spp.,Dinoflagellate,201000
IMOS,2011-11-18 00:00:00,Proboscia alata,Diatom,903000
IMOS,2011-11-18 00:00:00,Prorocentrum spp.,Dinoflagellate,201000
IMOS,2011-11-18 00:00:00,Protoperidinium oceanicum,Dinoflagellate,100000
IMOS,2011-11-18 00:00:00,Protoperidinium pellucidum,Dinoflagellate,602000
IMOS,2011-11-18 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,3611000
IMOS,2011-11-18 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,2508000
IMOS,2011-11-18 00:00:00,Rhizosolenia fallax,Diatom,301000
IMOS,2011-11-18 00:00:00,Scrippsiella spp.,Dinoflagellate,1505000
IMOS,2011-11-18 00:00:00,Skeletonema spp.,Diatom,903000
IMOS,2011-11-18 00:00:00,Thalassionema spp. < 100 µm length,Diatom,401000
IMOS,2011-11-18 00:00:00,Trichodesmium spp.,Cyanobacteria,50000
IMOS,2011-11-18 00:00:00,Tripos furca,Dinoflagellate,100000
IMOS,2011-11-18 00:00:00,Tripos fusus,Dinoflagellate,100000
IMOS,2011-11-18 00:00:00,Tripos lineatus,Dinoflagellate,201000
IMOS,2009-10-19 00:00:00,Cerataulina pelagica,Diatom,175000
IMOS,2009-10-19 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,350000
IMOS,2009-10-19 00:00:00,Cylindrotheca closterium,Diatom,3325000
IMOS,2009-10-19 00:00:00,Dactyliosolen fragilissimus,Diatom,175000
IMOS,2009-10-19 00:00:00,Guinardia delicatula,Diatom,1400000
IMOS,2009-10-19 00:00:00,Guinardia flaccida <150 µm length,Diatom,175000
IMOS,2009-10-19 00:00:00,Gyrodinium spp.,Dinoflagellate,333000
IMOS,2009-10-19 00:00:00,Leptocylindrus danicus,Diatom,1575000
IMOS,2009-10-19 00:00:00,Leptocylindrus minimus,Diatom,40950000
IMOS,2009-10-19 00:00:00,Meuniera membranacea,Diatom,175000
IMOS,2009-10-19 00:00:00,Noctiluca scintillans,Dinoflagellate,53000
IMOS,2009-10-19 00:00:00,Oxytoxum spp.,Dinoflagellate,175000
IMOS,2009-10-19 00:00:00,Proboscia alata,Diatom,3675000
IMOS,2009-10-19 00:00:00,Prorocentrum spp.,Dinoflagellate,175000
IMOS,2009-10-19 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,3500000
IMOS,2009-10-19 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,21525000
IMOS,2009-10-19 00:00:00,Skeletonema spp.,Diatom,847000
IMOS,2009-10-19 00:00:00,Tripos spp.,Dinoflagellate,350000
IMOS,2010-09-09 00:00:00,Bacteriastrum spp.,Diatom,95000
IMOS,2010-09-09 00:00:00,Cerataulina pelagica,Diatom,1418000
IMOS,2010-09-09 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,1134000
IMOS,2010-09-09 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,4632000
IMOS,2010-09-09 00:00:00,Cylindrotheca closterium,Diatom,662000
IMOS,2010-09-09 00:00:00,Dactyliosolen fragilissimus,Diatom,2174000
IMOS,2010-09-09 00:00:00,Eucampia spp. <100 µm cell length,Diatom,378000
IMOS,2010-09-09 00:00:00,Guinardia delicatula,Diatom,30910000
IMOS,2010-09-09 00:00:00,Guinardia flaccida <150 µm length,Diatom,473000
IMOS,2010-09-09 00:00:00,Guinardia striata,Diatom,6144000
IMOS,2010-09-09 00:00:00,Gyrodinium spp.,Dinoflagellate,567000
IMOS,2010-09-09 00:00:00,Helicotheca spp.,Diatom,473000
IMOS,2010-09-09 00:00:00,Lauderia annulata < 70 µm length,Diatom,4726000
IMOS,2010-09-09 00:00:00,Leptocylindrus danicus,Diatom,2269000
IMOS,2010-09-09 00:00:00,Navicula cf. 60-80 µm length,Diatom,95000
IMOS,2010-09-09 00:00:00,Navicula septentrionalis,Diatom,945000
IMOS,2010-09-09 00:00:00,Noctiluca scintillans,Dinoflagellate,9000
IMOS,2010-09-09 00:00:00,Proboscia alata,Diatom,189000
IMOS,2010-09-09 00:00:00,Prorocentrum spp.,Dinoflagellate,95000
IMOS,2010-09-09 00:00:00,Protoperidinium pellucidum,Dinoflagellate,95000
IMOS,2010-09-09 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,3592000
IMOS,2010-09-09 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,2930000
IMOS,2010-09-09 00:00:00,Rhizosolenia fallax,Diatom,189000
IMOS,2010-09-09 00:00:00,Rhizosolenia setigera,Diatom,1323000
IMOS,2010-09-09 00:00:00,Stephanopyxis spp.,Diatom,95000
IMOS,2010-09-09 00:00:00,Thalassiosira gravida,Diatom,10587000
IMOS,2010-09-09 00:00:00,Tripos spp.,Dinoflagellate,9000
IMOS,2012-05-18 00:00:00,Asterionellopsis spp. ~50 µm length,Diatom,373000
IMOS,2012-05-18 00:00:00,Bacteriastrum spp.,Diatom,3507000
IMOS,2012-05-18 00:00:00,Cerataulina spp. ~150 µm length,Diatom,373000
IMOS,2012-05-18 00:00:00,Chaetoceros compressus,Diatom,746000
IMOS,2012-05-18 00:00:00,Chaetoceros curvisetus,Diatom,709000
IMOS,2012-05-18 00:00:00,Chaetoceros danicus,Diatom,112000
IMOS,2012-05-18 00:00:00,Chaetoceros decipiens < 15 µm cell width,Diatom,784000
IMOS,2012-05-18 00:00:00,Chaetoceros lorenzianus,Diatom,634000
IMOS,2012-05-18 00:00:00,Chaetoceros peruvianus < 40 µm cell width,Diatom,149000
IMOS,2012-05-18 00:00:00,Chaetoceros spp.,Diatom,709000
IMOS,2012-05-18 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,149000
IMOS,2012-05-18 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,2910000
IMOS,2012-05-18 00:00:00,Climacodium spp.,Diatom,784000
IMOS,2012-05-18 00:00:00,Corethron pennatum,Diatom,112000
IMOS,2012-05-18 00:00:00,Coscinodiscus radiatus,Diatom,37000
IMOS,2012-05-18 00:00:00,Cylindrotheca closterium,Diatom,746000
IMOS,2012-05-18 00:00:00,Dactyliosolen fragilissimus,Diatom,261000
IMOS,2012-05-18 00:00:00,Dactyliosolen phuketensis,Diatom,560000
IMOS,2012-05-18 00:00:00,Detonula pumila,Diatom,224000
IMOS,2012-05-18 00:00:00,Guinardia cylindrus,Diatom,37000
IMOS,2012-05-18 00:00:00,Guinardia delicatula,Diatom,37000
IMOS,2012-05-18 00:00:00,Guinardia flaccida <150 µm length,Diatom,75000
IMOS,2012-05-18 00:00:00,Guinardia striata,Diatom,2462000
IMOS,2012-05-18 00:00:00,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,75000
IMOS,2012-05-18 00:00:00,Gyrodinium spp.,Dinoflagellate,75000
IMOS,2012-05-18 00:00:00,Hemiaulus spp.,Diatom,448000
IMOS,2012-05-18 00:00:00,Lauderia annulata < 70 µm length,Diatom,224000
IMOS,2012-05-18 00:00:00,Leptocylindrus danicus,Diatom,4739000
IMOS,2012-05-18 00:00:00,Leptocylindrus mediterraneus,Diatom,75000
IMOS,2012-05-18 00:00:00,Leptocylindrus minimus,Diatom,1978000
IMOS,2012-05-18 00:00:00,Navicula cf. 100-120 µm length,Diatom,37000
IMOS,2012-05-18 00:00:00,Navicula cf. 40-60 µm length,Diatom,75000
IMOS,2012-05-18 00:00:00,Navicula septentrionalis,Diatom,149000
IMOS,2012-05-18 00:00:00,Phalacroma rotundatum,Dinoflagellate,37000
IMOS,2012-05-18 00:00:00,Pleurosigma spp. < 150 µm,Diatom,112000
